t,signal
0.0,0.0
0.0016672224074691564,0.02095055149433582
0.003334444814938313,0.04189880399221417
0.005001667222407469,0.0628424587494566
0.006668889629876626,0.08377921752641507
0.008336112037345782,0.10470678284016782
0.010003334444814937,0.12562285821663238
0.011670556852284094,0.1465251484425679
0.013337779259753251,0.16741135981743874
0.015005001667222408,0.18827920040511267
0.016672224074691565,0.20912638028536504
0.01833944648216072,0.22995061180516158
0.020006668889629875,0.2507496098296931
0.021673891297099034,0.27152109199313307
0.02334111370456819,0.2922627789490918
0.025008336112037347,0.3129723946207393
0.026675558519506502,0.3336476664505688
0.028342780926975657,0.35428632564977525
0.030010003334444816,0.37488610744721895
0.03167722574191397,0.39544475133794893
0.03334444814938313,0.4159600013312583
0.03501167055685228,0.43642960619824395
0.03667889296432144,0.4568513197188442
0.0383461153717906,0.47722290092832564
0.04001333777925975,0.49754211436319484
0.04168056018672891,0.5178067303065055
0.04334778259419807,0.5380145250325346
0.045015005001667226,0.5581632810508022
0.04668222740913638,0.5782507873494063
0.048349449816605536,0.5982748396376467
0.050016672224074694,0.6182332405879122
0.051683894631543846,0.6381238000768019
0.053351117039013005,0.6579443354254586
0.05501833944648216,0.6776926716390824
0.056685561853951315,0.697366641645603
0.05835278426142047,0.7169640865334828
0.06002000666888963,0.7364828557886224
0.061687229076358784,0.755920807530347
0.06335445148382794,0.7752758087464443
0.0650216738912971,0.794545735527229
0.06668889629876626,0.8137284732986091
0.06835611870623541,0.8328219170541269
0.07002334111370456,0.8518239715859518
0.07169056352117373,0.8707325517147955
0.07335778592864288,0.8895455825187282
0.07502500833611203,0.9082609995608695
0.0766922307435812,0.9268767491159279
0.07835945315105035,0.9453907883955643
0.0800266755585195,0.9638010857725576
0.08169389796598867,0.9821056210037437
0.08336112037345782,1.0003023854517041
0.08502834278092698,1.0183893823051853
0.08669556518839613,1.0363646267982154
0.08836278759586529,1.0542261464279026
0.09003001000333445,1.0719719811708859
0.0916972324108036,1.0896001836984175
0.09336445481827275,1.1071088195900511
0.09503167722574192,1.124495967545916
0.09669889963321107,1.1417597195975477
0.09836612204068022,1.1588981813172594
0.10003334444814939,1.175909472026025
0.10170056685561854,1.1927917249998545
0.10336778926308769,1.209543087674638
0.10503501167055686,1.226161721849436
0.10670223407802601,1.242645803888192
0.10836945648549516,1.2589935249198503
0.11003667889296433,1.2752030910368493
0.11170390130043348,1.2912727234919759
0.11337112370790263,1.3072006588935554
0.1150383461153718,1.3229851493989562
0.11670556852284095,1.3386244629063875
0.1183727909303101,1.3541168832449717
0.12004001333777926,1.3694607103630663
0.12170723574524842,1.3846542605148184
0.12337445815271757,1.3996958664449306
0.12504168056018672,1.4145838775716142
0.12670890296765588,1.429316660167717
0.12837612537512505,1.4438925975399977
0.1300433477825942,1.4583100902065336
0.13171057019006335,1.472567556072239
0.13337779259753252,1.486663430602475
0.13504501500500166,1.500596166994733
0.13671223741247082,1.5143642363483718
0.13837945981994,1.527966127832391
0.14004668222740912,1.5414003488512216
0.1417139046348783,1.554665425208514
0.14338112704234746,1.5677599012689087
0.1450483494498166,1.5806823401177699
0.14671557185728576,1.5934313237188638
0.14838279426475492,1.6060054530699666
0.15005001667222406,1.6184033483563818
0.15171723907969323,1.6306236491023562
0.1533844614871624,1.6426650143203683
0.15505168389463153,1.6545261226582806
0.1567189063021007,1.66620567254434
0.15838612870956986,1.6777023823300028
0.160053351117039,1.6890149904305758
0.16172057352450817,1.7001422554636574
0.16338779593197733,1.7110829563853567
0.1650550183394465,1.7218358926242874
0.16672224074691563,1.7323998842133095
0.1683894631543848,1.7427737719190142
0.17005668556185397,1.7529564173689294
0.1717239079693231,1.76294670317644
0.17339113037679227,1.7727435330634036
0.17505835278426143,1.7823458319804495
0.17672557519173057,1.7917525462249475
0.17839279759919974,1.8009626435566386
0.1800600200066689,1.8099751133109032
0.18172724241413804,1.818788966509669
0.1833944648216072,1.8274032359699346
0.18506168722907637,1.8358169764099022
0.1867289096365455,1.8440292645527085
0.18839613204401467,1.8520391992277403
0.19006335445148384,1.8598459014695226
0.19173057685895298,1.8674485146141717
0.19339779926642214,1.8748462043934022
0.1950650216738913,1.8820381590260729
0.19673224408136045,1.889023589307268
0.1983994664888296,1.8958017286949007
0.20006668889629878,1.902371833393828
0.20173391130376792,1.9087331824374714
0.20340113371123708,1.9148850777669317
0.20506835611870625,1.9208268443075898
0.20673557852617538,1.9265578300431856
0.20840280093364455,1.9320774060873673
0.21007002334111372,1.937384966752701
0.21173724574858285,1.9424799296171358
0.21340446815605202,1.9473617355879156
0.21507169056352118,1.9520298489629309
0.21673891297099032,1.9564837574895033
0.2184061353784595,1.9607229724205981
0.22007335778592865,1.9647470285684556
0.2217405801933978,1.9685554843556392
0.22340780260086696,1.9721479218634907
0.22507502500833612,1.9755239468779915
0.22674224741580526,1.9786831889330199
0.22840946982327442,1.981625301351006
0.2300766922307436,1.984349961280972
0.23174391463821273,1.9868568697339617
0.2334111370456819,1.989145751615849
0.23507835945315106,1.9912163557575258
0.2367455818606202,1.993068454942463
0.23841280426808936,1.994701845931645
0.24008002667555853,1.9961163494858716
0.24174724908302767,1.997311810385426
0.24341447149049683,1.9982880974471091
0.245081693897966,1.999045103538634
0.24674891630543513,1.999582745590382
0.2484161387129043,1.9999009646045183
0.25008336112037344,1.9999997256614666
0.25175058352784263,1.9998790179237402
0.25341780593531177,1.9995388546371318
0.2550850283427809,1.9989792731292597
0.2567522507502501,1.998200334805472
0.25841947315771924,1.997202125142108
0.2600866955651884,1.995984753677118
0.26175391797265757,1.9945483539980453
0.2634211403801267,1.992893083727364
0.26508836278759584,1.9910191245051845
0.26675558519506504,1.9889266819693212
0.2684228076025342,1.9866159857327264
0.2700900300100033,1.9840872893582935
0.2717572524174725,1.9813408703310333
0.27342447482494164,1.978377030027624
0.2750916972324108,1.9751960936833397
0.27675891963988,1.9717984103563608
0.2784261420473491,1.9681843528894711
0.28009336445481825,1.964354317869143
0.28176058686228744,1.9603087255820182
0.2834278092697566,1.95604801996879
0.2850950316772257,1.9515726685754846
0.2867622540846949,1.9468831625021576
0.28842947649216405,1.9419800163490026
0.2900966988996332,1.9368637681598815
0.2917639213071024,1.9315349793632826
0.2934311437145715,1.9259942347107133
0.29509836612204066,1.9202421422125326
0.29676558852950985,1.9142793330712307
0.298432810936979,1.9081064616121646
0.3001000333444481,1.9017242052117571
0.3017672557519173,1.8951332642231633
0.30343447815938646,1.8883343618994208
0.3051017005668556,1.88132824431408
0.3067689229743248,1.8741156802793375
0.3084361453817939,1.8666974612616696
0.31010336778926306,1.8590744012949811
0.31177059019673226,1.851247336891278
0.3134378126042014,1.843217126948874
0.31510503501167053,1.8349846526581377
0.3167722574191397,1.826550817404798
0.31843947982660886,1.817916546670811
0.320106702234078,1.8090827879328018
0.3217739246415472,1.8000505105580944
0.32344114704901633,1.7908207056983398
0.3251083694564855,1.7813943861807506
0.32677559186395466,1.7717725863969598
0.3284428142714238,1.7619563621895127
0.330110036678893,1.7519467907360045
0.33177725908636213,1.7417449704308774
0.33344448149383127,1.7313520207648883
0.33511170390130046,1.7207690822022603
0.3367789263087696,1.709997316055539
0.33844614871623874,1.699037904358153
0.34011337112370793,1.6878920497347045
0.34178059353117707,1.6765609752690014
0.3434478159386462,1.6650459243698421
0.3451150383461154,1.65334816063457
0.34678226075358454,1.6414689677104164
0.3484494831610537,1.6294096491536347
0.35011670556852287,1.6171715282864612
0.351783927975992,1.6047559480518985
0.35345115038346114,1.5921642708663482
0.35511837279093034,1.5793978784701057
0.3567855951983995,1.5664581717757406
0.3584528176058686,1.553346570714363
0.3601200400133378,1.5400645140798106
0.36178726242080694,1.5266134593707639
0.3634544848282761,1.512994882630807
0.3651217072357453,1.4992102782864558
0.3667889296432144,1.4852611589831692
0.36845615205068355,1.4711490554193571
0.37012337445815274,1.45687551617841
0.3717905968656219,1.442442107558771
0.373457819273091,1.427850413402053
0.3751250416805602,1.4131020349192402
0.37679226408802935,1.3981985905149792
0.3784594864954985,1.3831417156099843
0.3801267089029677,1.3679330624615746
